,importance,feature
546,0.001,L1_aromatic_aromatic
619,0.001,L2_multivalent
111,0.001,GN
43,0.001,DE
136,0.001,HT
465,0.001,H1_polar_polar
518,0.001,H3_polar_hydrophobic
671,0.001,L3_avg_epitope_SIN
9,0.001,AL
144,0.001,IF
292,0.001,RP
563,0.001,L1_special_hydrophobic
107,0.001,GI
334,0.001,TR
99,0.001,FY
51,0.001,DN
50,0.001,DM
678,0.001,H3_total_AIF
593,0.001,L3_polar_hydrophobic
597,0.001,L3_aromatic_charged
535,0.001,H3_special_polar
510,0.001,H2_special_polar
423,0.001,H3_length
506,0.001,H2_hydrophobic_aromatic
545,0.001,L1_aromatic_polar
104,0.001,GF
408,0.001,separated_interface_energy_ratio
269,0.001,QL
555,0.001,L1_hydrophobic_polar
316,0.001,ST
496,0.001,H2_aromatic_aromatic
175,0.001,KS
255,0.001,PS
63,0.001,EE
298,0.001,RW
287,0.001,RI
247,0.001,PI
575,0.001,L2_charged_polar
154,0.001,IR
391,0.001,YN
254,0.001,PR
507,0.001,H2_hydrophobic_charged
504,0.001,H2_charged_special
328,0.001,TK
616,0.001,H2_multivalent
603,0.001,L3_charged_hydrophobic
331,0.001,TN
577,0.001,L2_charged_charged
388,0.001,YK
303,0.001,SE
567,0.001,L2_polar_charged
398,0.001,YW
302,0.001,SD
462,0.0,L3-9-A
596,0.0,L3_aromatic_aromatic
259,0.0,PY
188,0.0,LK
47,0.0,DI
343,0.0,VE
64,0.0,EF
372,0.0,WP
313,0.0,SQ
222,0.0,ND
598,0.0,L3_aromatic_hydrophobic
184,0.0,LF
378,0.0,WW
128,0.0,HK
348,0.0,VK
490,0.0,H2_polar_polar
552,0.0,L1_charged_charged
42,0.0,DD
366,0.0,WH
594,0.0,L3_polar_special
610,0.0,L3_special_polar
368,0.0,WK
178,0.0,KW
380,0.0,YA
95,0.0,FS
286,0.0,RH
280,0.0,RA
237,0.0,NV
223,0.0,NE
382,0.0,YD
162,0.0,KD
592,0.0,L3_polar_charged
477,0.0,H1_charged_charged
493,0.0,H2_polar_hydrophobic
337,0.0,TV
233,0.0,NQ
314,0.0,SR
358,0.0,VW
276,0.0,QT
612,0.0,L3_special_charged
469,0.0,H1_polar_special
79,0.0,EY
66,0.0,EH
339,0.0,TY
59,0.0,DY
279,0.0,QY
461,0.0,"L3-9,10-A"
169,0.0,KL
232,0.0,NP
133,0.0,HQ
62,0.0,ED
278,0.0,QW
7,0.0,AI
208,0.0,MK
149,0.0,IL
68,0.0,EK
198,0.0,LW
153,0.0,IQ
494,0.0,H2_polar_special
44,0.0,DF
321,0.0,TC
125,0.0,HG
148,0.0,IK
699,0.0,avg_paratope_AIF
531,0.0,H3_hydrophobic_aromatic
336,0.0,TT
305,0.0,SG
262,0.0,QD
549,0.0,L1_aromatic_special
615,0.0,H1_multivalent
363,0.0,WE
515,0.0,H3_polar_polar
234,0.0,NR
550,0.0,L1_charged_polar
482,0.0,H1_hydrophobic_charged
80,0.0,FA
500,0.0,H2_charged_polar
52,0.0,DP
471,0.0,H1_aromatic_aromatic
174,0.0,KR
533,0.0,H3_hydrophobic_hydrophobic
82,0.0,FD
231,0.0,NN
539,0.0,H3_special_special
3,0.0,AE
98,0.0,FW
199,0.0,LY
487,0.0,H1_special_charged
475,0.0,H1_charged_polar
116,0.0,GT
242,0.0,PD
309,0.0,SL
249,0.0,PL
466,0.0,H1_polar_aromatic
131,0.0,HN
361,0.0,WC
311,0.0,SN
560,0.0,L1_special_polar
87,0.0,FI
364,0.0,WF
161,0.0,KC
67,0.0,EI
145,0.0,IG
90,0.0,FM
268,0.0,QK
599,0.0,L3_aromatic_special
151,0.0,IN
110,0.0,GM
530,0.0,H3_hydrophobic_polar
282,0.0,RD
418,0.0,L1_length
113,0.0,GQ
251,0.0,PN
326,0.0,TH
97,0.0,FV
359,0.0,VY
606,0.0,L3_hydrophobic_aromatic
168,0.0,KK
224,0.0,NF
538,0.0,H3_special_hydrophobic
621,0.0,num_CDRs_multivalent
306,0.0,SH
285,0.0,RG
158,0.0,IW
8,0.0,AK
74,0.0,ER
114,0.0,GR
325,0.0,TG
312,0.0,SP
573,0.0,L2_aromatic_hydrophobic
56,0.0,DT
166,0.0,KH
115,0.0,GS
611,0.0,L3_special_aromatic
290,0.0,RM
604,0.0,L3_charged_special
353,0.0,VQ
155,0.0,IS
371,0.0,WN
329,0.0,TL
264,0.0,QF
609,0.0,L3_hydrophobic_special
55,0.0,DS
71,0.0,EN
556,0.0,L1_hydrophobic_aromatic
92,0.0,FP
559,0.0,L1_hydrophobic_special
587,0.0,L2_special_charged
89,0.0,FL
322,0.0,TD
220,0.0,NA
297,0.0,RV
138,0.0,HW
139,0.0,HY
167,0.0,KI
374,0.0,WR
605,0.0,L3_hydrophobic_polar
123,0.0,HE
519,0.0,H3_polar_special
320,0.0,TA
219,0.0,MY
203,0.0,ME
332,0.0,TP
119,0.0,GY
192,0.0,LP
109,0.0,GL
360,0.0,WA
478,0.0,H1_charged_hydrophobic
579,0.0,L2_charged_special
377,0.0,WV
513,0.0,H2_special_hydrophobic
273,0.0,QQ
307,0.0,SI
350,0.0,VM
122,0.0,HD
263,0.0,QE
147,0.0,II
137,0.0,HV
568,0.0,L2_polar_hydrophobic
236,0.0,NT
608,0.0,L3_hydrophobic_hydrophobic
46,0.0,DH
214,0.0,MR
566,0.0,L2_polar_aromatic
45,0.0,DG
75,0.0,ES
177,0.0,KV
243,0.0,PE
18,0.0,AW
85,0.0,FG
433,0.0,H2-10-A
69,0.0,EL
213,0.0,MQ
250,0.0,PM
505,0.0,H2_hydrophobic_polar
574,0.0,L2_aromatic_special
253,0.0,PQ
173,0.0,KQ
49,0.0,DL
576,0.0,L2_charged_aromatic
105,0.0,GG
534,0.0,H3_hydrophobic_special
96,0.0,FT
351,0.0,VN
204,0.0,MF
481,0.0,H1_hydrophobic_aromatic
346,0.0,VH
480,0.0,H1_hydrophobic_polar
179,0.0,KY
176,0.0,KT
211,0.0,MN
479,0.0,H1_charged_special
185,0.0,LG
225,0.0,NG
14,0.0,AR
342,0.0,VD
163,0.0,KE
318,0.0,SW
440,0.0,L1-11-B
327,0.0,TI
57,0.0,DV
135,0.0,HS
202,0.0,MD
439,0.0,L1-11-A
65,0.0,EG
344,0.0,VF
476,0.0,H1_charged_aromatic
86,0.0,FH
221,0.0,NC
422,0.0,H2_length
434,0.0,H2-10-B
191,0.0,LN
2,0.0,AD
271,0.0,QN
338,0.0,TW
230,0.0,NM
78,0.0,EW
345,0.0,VG
265,0.0,QG
256,0.0,PT
4,0.0,AF
186,0.0,LH
160,0.0,KA
129,0.0,HL
170,0.0,KM
300,0.0,SA
156,0.0,IT
421,0.0,H1_length
193,0.0,LQ
252,0.0,PP
483,0.0,H1_hydrophobic_hydrophobic
508,0.0,H2_hydrophobic_hydrophobic
613,0.0,L3_special_hydrophobic
578,0.0,L2_charged_hydrophobic
281,0.0,RC
352,0.0,VP
73,0.0,EQ
330,0.0,TM
197,0.0,LV
76,0.0,ET
509,0.0,H2_hydrophobic_special
182,0.0,LD
117,0.0,GV
61,0.0,EC
551,0.0,L1_charged_aromatic
172,0.0,KP
112,0.0,GP
614,0.0,L3_special_special
165,0.0,KG
275,0.0,QS
130,0.0,HM
195,0.0,LS
355,0.0,VS
81,0.0,FC
514,0.0,H2_special_special
207,0.0,MI
60,0.0,EA
484,0.0,H1_hydrophobic_special
317,0.0,SV
267,0.0,QI
152,0.0,IP
72,0.0,EP
77,0.0,EV
13,0.0,AQ
424,0.0,H1-13-A
187,0.0,LI
12,0.0,AP
6,0.0,AH
25,0.0,CG
24,0.0,CF
23,0.0,CE
157,0.0,IV
22,0.0,CD
10,0.0,AM
21,0.0,CC
26,0.0,CH
20,0.0,CA
16,0.0,AT
5,0.0,AG
11,0.0,AN
17,0.0,AV
127,0.0,HI
146,0.0,IH
27,0.0,CI
70,0.0,EM
100,0.0,GA
101,0.0,GC
41,0.0,DC
40,0.0,DA
39,0.0,CY
38,0.0,CW
37,0.0,CV
36,0.0,CT
120,0.0,HA
35,0.0,CS
121,0.0,HC
34,0.0,CR
33,0.0,CQ
32,0.0,CP
126,0.0,HH
31,0.0,CN
132,0.0,HP
30,0.0,CM
29,0.0,CL
28,0.0,CK
140,0.0,IA
141,0.0,IC
464,0.0,
582,0.0,L2_hydrophobic_charged
180,0.0,LA
181,0.0,LC
443,0.0,L1-13-A
442,0.0,L1-12-B
441,0.0,L1-12-A
438,0.0,L1-10-A
437,0.0,None
436,0.0,H2-9-A
435,0.0,H2-12-A
432,0.0,None
431,0.0,H1-15-C
430,0.0,H1-15-B
429,0.0,H1-15-A
428,0.0,H1-14-A
427,0.0,H1-13-D
426,0.0,H1-13-C
425,0.0,H1-13-B
419,0.0,L2_length
404,0.0,crossterm_interface_energy
444,0.0,L1-13-B
445,0.0,L1-14-A
446,0.0,L1-14-B
452,0.0,L2-8-A
460,0.0,L3-8-A
459,0.0,L3-5-A
458,0.0,L3-11-A
457,0.0,L3-10-B
456,0.0,L3-10-A
454,0.0,
453,0.0,None
451,0.0,
489,0.0,H1_special_special
450,0.0,None
449,0.0,"L1-16,17-A"
448,0.0,L1-15-A
485,0.0,H1_special_polar
486,0.0,H1_special_aromatic
447,0.0,L1-14-C
488,0.0,H1_special_hydrophobic
357,0.0,VV
356,0.0,VT
1,0.0,AC
589,0.0,L2_special_special
581,0.0,L2_hydrophobic_aromatic
463,0.0,None
583,0.0,L2_hydrophobic_hydrophobic
584,0.0,L2_hydrophobic_special
585,0.0,L2_special_polar
586,0.0,L2_special_aromatic
588,0.0,L2_special_hydrophobic
212,0.0,MP
215,0.0,MS
210,0.0,MM
209,0.0,ML
206,0.0,MH
205,0.0,MG
201,0.0,MC
200,0.0,MA
196,0.0,LT
580,0.0,L2_hydrophobic_polar
216,0.0,MT
349,0.0,VL
554,0.0,L1_charged_special
347,0.0,VI
341,0.0,VC
340,0.0,VA
277,0.0,QV
270,0.0,QM
261,0.0,QC
260,0.0,QA
246,0.0,PH
217,0.0,MV
244,0.0,PF
561,0.0,L1_special_aromatic
241,0.0,PC
240,0.0,PA
564,0.0,L1_special_special
569,0.0,L2_polar_special
218,0.0,MW
0,0.0,AA
